name,phi,theta,dcosx,dcosy,dcosz
LOGME,5.8941,1.36684,0.906077,-0.371484,0.202545
LOGME,1.35422,2.5577,0.118462,0.538397,-0.834323
LOGME,4.54349,1.70019,-0.166694,-0.977529,-0.129036
LOGME,4.6307,2.27142,-0.0623736,-0.761889,-0.644697
LOGME,1.67656,2.84447,-0.0309063,0.291135,-0.956183
LOGME,3.63675,2.72243,-0.358113,-0.193394,-0.91343
LOGME,5.83808,2.24238,0.706563,-0.337051,-0.622226
LOGME,5.11175,2.48482,0.237406,-0.562518,-0.791967
LOGME,3.9405,0.857634,-0.527508,-0.54196,0.654228
LOGME,4.7073,3.03095,-0.000562157,-0.110412,-0.993886
LOGME,0.240094,2.87235,0.258371,0.0632535,-0.963973
LOGME,3.05446,0.159201,-0.157928,0.0137959,0.987354
LOGME,2.33515,2.80785,-0.226706,0.236455,-0.944824
LOGME,0.133224,2.09802,0.856549,0.114793,-0.503137
LOGME,1.37509,0.841332,0.144974,0.7313,0.66647
LOGME,3.41532,2.28404,-0.728091,-0.204427,-0.654288
LOGME,2.09478,1.93024,-0.468355,0.8105,-0.351757
LOGME,1.2962,1.04549,0.234598,0.832755,0.501481
LOGME,0.375919,1.02116,0.793171,0.313055,0.522376
LOGME,4.76715,2.25736,0.0423325,-0.772272,-0.63388
LOGME,4.21893,0.81839,-0.345803,-0.642953,0.683397
LOGME,5.48575,1.85245,0.67102,-0.687372,-0.277944
LOGME,0.763561,1.34209,0.703568,0.673492,0.226717
LOGME,4.38569,0.393439,-0.12303,-0.36309,0.923596
LOGME,5.83237,3.10822,0.0300366,-0.0145396,-0.999443
LOGME,2.99937,1.52088,-0.98867,0.141567,0.0499003
LOGME,1.90121,0.429636,-0.135141,0.394008,0.909118
LOGME,6.25237,1.32019,0.968302,-0.0298439,0.247993
LOGME,6.17044,1.98206,0.910795,-0.103126,-0.399771
LOGME,6.05,1.11805,0.874912,-0.207799,0.437434
LOGME,0.543234,0.363119,0.304059,0.183601,0.934794
LOGME,5.51705,0.83812,0.53568,-0.515433,0.668862
LOGME,0.591279,2.23033,0.656111,0.440519,-0.612749
LOGME,4.83256,2.21581,0.0957981,-0.79333,-0.601208
LOGME,0.478222,1.05238,0.771162,0.399734,0.495502
LOGME,6.20581,1.19728,0.928263,-0.0719639,0.364895
LOGME,2.20314,2.54359,-0.33275,0.454136,-0.826461
LOGME,2.21929,2.76542,-0.221883,0.292788,-0.930077
LOGME,3.40443,0.138967,-0.133763,-0.0359905,0.99036
LOGME,3.23,1.26615,-0.950228,-0.084227,0.299954
LOGME,3.33782,0.21539,-0.209626,-0.0416708,0.976893
LOGME,2.10036,2.89321,-0.124184,0.212162,-0.969312
LOGME,2.76472,1.92226,-0.872979,0.345515,-0.344277
LOGME,6.00854,0.946331,0.78087,-0.220022,0.584664
LOGME,0.161956,2.9743,0.164337,0.0268505,-0.986039
LOGME,2.12298,0.637356,-0.312143,0.506635,0.803672
LOGME,6.05491,1.84346,0.938074,-0.217934,-0.269298
LOGME,2.89028,2.2566,-0.749602,0.19245,-0.633293
LOGME,3.68316,0.947504,-0.695769,-0.418553,0.583711
LOGME,4.77558,0.10767,0.00678657,-0.107248,0.994209
LOGME,5.30105,0.84735,0.416174,-0.623372,0.661971
LOGME,2.46409,2.20594,-0.627198,0.504608,-0.59329
LOGME,5.19436,1.9784,0.425549,-0.81349,-0.396411
LOGME,3.386,2.81149,-0.314505,-0.0784355,-0.94601
LOGME,5.68473,2.84021,0.245254,-0.16723,-0.954926
LOGME,5.79753,2.0222,0.795786,-0.420033,-0.436231
LOGME,1.43265,1.84683,0.132491,0.952979,-0.272539
LOGME,4.22009,2.86733,-0.128012,-0.238675,-0.962625
LOGME,3.29831,1.86348,-0.94574,-0.149443,-0.28852
LOGME,5.29687,0.118043,0.0649813,-0.0982192,0.993041
LOGME,1.82035,2.44281,-0.158875,0.623359,-0.765625
LOGME,5.74741,2.11655,0.734966,-0.436346,-0.519064
LOGME,3.35734,0.064553,-0.0630127,-0.0138099,0.997917
LOGME,0.35187,2.80117,0.313431,0.115076,-0.942613
LOGME,4.55459,0.230337,-0.0358765,-0.225469,0.97359
LOGME,5.18816,0.311862,0.140537,-0.272754,0.951764
LOGME,4.46871,1.36082,-0.235977,-0.94914,0.20844
LOGME,0.734468,2.1025,0.639723,0.577668,-0.507005
LOGME,0.353706,2.31222,0.691853,0.255456,-0.675338
LOGME,0.150125,2.1496,0.827701,0.125201,-0.547024
LOGME,6.07333,1.2369,0.924045,-0.196815,0.327728
LOGME,4.64424,2.78022,-0.0240749,-0.352741,-0.935411
LOGME,2.43446,1.91224,-0.716342,0.612154,-0.334845
LOGME,1.23793,3.0263,0.0375898,0.108725,-0.993361
LOGME,1.53321,1.05859,0.0327556,0.87105,0.490101
LOGME,0.478965,1.3739,0.870326,0.451957,0.195623
LOGME,3.48822,2.8546,-0.266234,-0.0961678,-0.959099
LOGME,3.90656,2.07388,-0.632026,-0.60671,-0.482127
LOGME,2.90966,3.06225,-0.0771392,0.0182192,-0.996854
LOGME,4.86715,0.262183,0.0399527,-0.256091,0.965827
LOGME,0.105674,2.96749,0.172259,0.0182713,-0.984882
LOGME,6.13912,1.13714,0.898033,-0.13028,0.420195
LOGME,1.08162,2.50603,0.278948,0.524011,-0.804736
LOGME,3.12602,1.4312,-0.990152,0.0154214,0.139142
LOGME,4.95831,0.610048,0.139472,-0.55567,0.819621
LOGME,1.2043,2.61972,0.17864,0.465401,-0.866885
LOGME,1.84395,0.0772799,-0.0208271,0.0743407,0.997015
LOGME,3.58269,1.10886,-0.809508,-0.382183,0.445684
LOGME,3.85922,2.40419,-0.506541,-0.44215,-0.740216
LOGME,2.07612,1.98416,-0.443322,0.801318,-0.401689
LOGME,5.59662,0.697446,0.496743,-0.40712,0.766485
LOGME,1.2742,0.581492,0.160532,0.525289,0.835644
LOGME,6.1406,0.219428,0.215462,-0.0309306,0.976022
LOGME,3.26192,2.9,-0.23752,-0.0287191,-0.970958
LOGME,1.20372,2.32703,0.261064,0.678965,-0.686186
LOGME,5.59185,1.59799,0.770109,-0.637332,-0.0271907
LOGME,0.952308,0.772126,0.404506,0.568422,0.716429
LOGME,0.478509,1.76029,0.871792,0.452214,-0.188363
LOGME,4.86778,2.42813,0.101289,-0.646571,-0.7561
LOGME,3.67524,2.03054,-0.771559,-0.455859,-0.443722
LOGME,2.57175,2.77663,-0.300517,0.192554,-0.934137
LOGME,3.35777,2.92271,-0.212089,-0.0465766,-0.97614
LOGME,5.22668,1.43862,0.487623,-0.86305,0.13179
LOGME,3.11233,1.90374,-0.94468,0.0276505,-0.326827
LOGME,0.0311683,2.1897,0.814119,0.025383,-0.580143
LOGME,4.07387,2.52589,-0.344213,-0.463749,-0.816366
LOGME,6.0569,2.01754,0.878868,-0.20234,-0.43203
LOGME,0.917774,2.1443,0.510378,0.667174,-0.54258
LOGME,1.93154,2.71298,-0.146699,0.388858,-0.909543
LOGME,3.76725,1.69131,-0.804697,-0.581386,-0.120224
LOGME,3.29024,1.98571,-0.905058,-0.135538,-0.403112
LOGME,0.541622,1.86914,0.819021,0.492753,-0.293935
LOGME,2.83016,0.829048,-0.701822,0.22592,0.675578
LOGME,1.94275,1.05656,-0.316436,0.811132,0.491867
LOGME,2.89377,0.543453,-0.501297,0.126838,0.855928
LOGME,1.61043,0.731954,-0.0264795,0.6678,0.74387
LOGME,0.207942,1.19847,0.911417,0.192302,0.363785
LOGME,1.8512,2.08834,-0.240503,0.835096,-0.494746
LOGME,1.87977,2.29901,-0.226958,0.711023,-0.665534
LOGME,4.1097,1.2972,-0.545772,-0.793175,0.270197
LOGME,6.19251,0.249254,0.245667,-0.0223363,0.969097
LOGME,4.05638,2.85277,-0.173727,-0.225701,-0.958581
LOGME,2.6648,0.761258,-0.612896,0.316587,0.723969
LOGME,5.49411,2.50866,0.416718,-0.419795,-0.806299
LOGME,5.0776,0.150081,0.0534,-0.139657,0.988759
LOGME,3.51543,0.00377615,-0.00351534,-0.00137901,0.999993
LOGME,5.97463,1.60381,0.952254,-0.303517,-0.033007
LOGME,3.96618,2.32186,-0.496225,-0.536722,-0.682415
LOGME,2.85756,0.388873,-0.363955,0.106248,0.925337
LOGME,2.04146,1.47034,-0.451188,0.886776,0.100285
LOGME,4.22356,1.66401,-0.467552,-0.879051,-0.0930793
LOGME,1.70923,0.49107,-0.0650749,0.467058,0.881829
LOGME,3.32062,0.214766,-0.209713,-0.0379508,0.977026
LOGME,5.7183,0.664852,0.5211,-0.330262,0.787008
LOGME,3.27466,0.957583,-0.810574,-0.108499,0.575498
LOGME,3.40181,1.76028,-0.949038,-0.252688,-0.188348
LOGME,4.55395,1.86175,-0.151149,-0.945973,-0.286862
LOGME,5.43191,0.540907,0.339339,-0.387279,0.857242
LOGME,0.368786,0.696276,0.598243,0.231201,0.767236
LOGME,6.25725,2.76997,0.36301,-0.00941759,-0.931738
LOGME,0.892763,1.05952,0.547049,0.679215,0.489289
LOGME,4.48844,0.319887,-0.0698356,-0.306607,0.949271
LOGME,0.577157,2.44152,0.53991,0.351542,-0.764798
LOGME,3.3443,1.69752,-0.971671,-0.199703,-0.126386
LOGME,6.28222,3.03022,0.111142,-0.00010743,-0.993805
LOGME,3.70967,1.71481,-0.83421,-0.532444,-0.143516
LOGME,2.87585,0.982481,-0.802677,0.218469,0.55496
LOGME,5.7054,1.91219,0.78933,-0.514652,-0.334802
LOGME,3.40291,2.50889,-0.571251,-0.152771,-0.806432
LOGME,0.288345,2.67416,0.431996,0.128135,-0.892726
LOGME,4.84033,1.09869,0.113635,-0.883334,0.454761
LOGME,5.31753,0.669152,0.352887,-0.510166,0.784348
LOGME,5.92409,2.79216,0.320526,-0.120315,-0.939568
LOGME,3.32187,0.742427,-0.665121,-0.121224,0.73683
LOGME,5.79463,1.77317,0.864992,-0.459771,-0.200996
LOGME,1.09421,1.32446,0.444899,0.861742,0.243856
LOGME,4.57473,0.438181,-0.0582232,-0.420279,0.905525
LOGME,0.284939,0.269751,0.255746,0.0749105,0.963837
LOGME,3.27669,2.7026,-0.421159,-0.0572451,-0.905178
LOGME,0.969017,0.211569,0.11888,0.173104,0.977703
LOGME,6.20333,2.2069,0.80185,-0.0641646,-0.59407
LOGME,3.01985,1.29871,-0.956083,0.116976,0.268741
LOGME,5.57485,0.587308,0.420824,-0.360497,0.832436
LOGME,3.89441,1.52637,-0.729047,-0.683021,0.0444135
LOGME,4.90755,2.41436,0.12892,-0.652182,-0.747019
LOGME,0.791565,1.41908,0.69466,0.703282,0.151136
LOGME,3.32384,3.08388,-0.0567272,-0.0104543,-0.998335
LOGME,0.915856,0.431298,0.254639,0.331549,0.908424
LOGME,0.181225,1.1708,0.905981,0.166008,0.38941
LOGME,3.6479,2.76179,-0.324225,-0.179789,-0.928738
LOGME,1.54958,2.18779,0.0173007,0.81544,-0.578583
LOGME,0.0921722,1.08572,0.880883,0.0814236,0.466279
LOGME,5.10631,0.634635,0.227558,-0.547474,0.805288
LOGME,0.625239,1.84954,0.779527,0.5627,-0.27515
LOGME,4.21432,2.21356,-0.382399,-0.703193,-0.599408
LOGME,0.746618,0.356634,0.256252,0.23711,0.937077
LOGME,6.10242,2.16874,0.813029,-0.148586,-0.562945
LOGME,1.53462,2.18741,0.0295074,0.815308,-0.578275
LOGME,3.68803,2.52373,-0.49494,-0.301032,-0.815116
LOGME,1.22267,2.19952,0.275909,0.760264,-0.58811
LOGME,1.63593,2.99392,-0.00957682,0.146823,-0.989116
LOGME,5.77275,0.594371,0.488606,-0.273588,0.828501
LOGME,3.47468,0.3644,-0.336801,-0.116524,0.934338
LOGME,4.6697,2.52124,-0.024807,-0.580789,-0.813676
LOGME,4.50988,2.67509,-0.0904615,-0.440576,-0.893146
LOGME,2.31591,0.426314,-0.280387,0.30394,0.910496
LOGME,0.799103,0.546747,0.36256,0.372637,0.85422
LOGME,1.43232,0.497425,0.0658644,0.472597,0.878814
LOGME,1.26729,1.74903,0.294137,0.939175,-0.177296
LOGME,4.46821,1.40942,-0.238623,-0.957728,0.160677
LOGME,0.964156,1.42813,0.564318,0.813221,0.142183
LOGME,6.04049,2.51058,0.572676,-0.14178,-0.807429
LOGME,3.63573,0.3459,-0.298487,-0.160798,0.940771
LOGME,3.51161,0.136403,-0.126778,-0.0491752,0.990711
LOGME,5.65958,1.88324,0.772477,-0.555693,-0.307384
LOGME,4.48661,1.85848,-0.214663,-0.934566,-0.283737
LOGME,5.84866,1.61625,0.906134,-0.420544,-0.0454401
LOGME,4.95399,0.258894,0.0612523,-0.248576,0.966674
LOGME,0.891876,2.41484,0.417243,0.517108,-0.747333
LOGME,1.16688,1.74741,0.386912,0.905223,-0.175699
LOGME,1.8714,2.634,-0.143927,0.464279,-0.873917
LOGME,4.64138,2.83978,-0.0210884,-0.2965,-0.9548
LOGME,3.17934,0.400247,-0.389368,-0.0147033,0.920965
LOGME,2.60788,2.66955,-0.391472,0.231325,-0.890639
LOGME,3.38726,1.42466,-0.959636,-0.240613,0.145614
LOGME,0.962221,0.949825,0.464971,0.667294,0.581825
LOGME,5.59818,2.96134,0.138839,-0.113427,-0.983798
LOGME,2.34341,1.1539,-0.638224,0.654756,0.404926
LOGME,3.78753,2.38377,-0.548866,-0.413739,-0.726338
LOGME,5.1903,0.871359,0.351937,-0.679469,0.643787
LOGME,3.41655,0.984992,-0.801967,-0.22624,0.55287
LOGME,1.43697,0.181827,0.024128,0.17921,0.983515
LOGME,0.810551,2.82534,0.214318,0.225379,-0.950406
LOGME,2.06728,2.97074,-0.0809886,0.149495,-0.98544
LOGME,5.94994,1.95524,0.876009,-0.303234,-0.375043
LOGME,4.01973,1.14324,-0.581103,-0.700274,0.414652
LOGME,3.60329,2.48021,-0.549904,-0.27361,-0.789141
LOGME,0.862244,2.62865,0.319347,0.372627,-0.871302
LOGME,5.14792,0.922284,0.336244,-0.72258,0.604001
LOGME,1.55552,0.778713,0.0107258,0.702282,0.711818
LOGME,4.17886,0.921184,-0.404989,-0.685644,0.604878
LOGME,5.04398,0.562048,0.17349,-0.50389,0.846166
LOGME,3.0961,0.774292,-0.698487,0.0317955,0.714916
LOGME,4.08668,0.162285,-0.0946288,-0.130963,0.986861
LOGME,4.75008,2.57004,0.0203825,-0.540552,-0.841063
LOGME,4.0143,1.91963,-0.604041,-0.719936,-0.341797
LOGME,0.542024,2.41818,0.567065,0.341478,-0.749553
LOGME,2.2411,3.09022,-0.0318978,0.0402369,-0.998681
LOGME,2.09283,2.51054,-0.294197,0.511414,-0.807406
LOGME,5.02787,2.34172,0.222547,-0.681869,-0.696798
LOGME,0.463121,1.06375,0.782098,0.390534,0.485598
LOGME,1.46031,1.95026,0.10242,0.923201,-0.370418
LOGME,0.223361,2.27988,0.740107,0.168116,-0.651136
LOGME,2.07984,2.60654,-0.248488,0.445237,-0.860243
LOGME,2.72267,0.908435,-0.720355,0.32076,0.614981
LOGME,4.49274,0.681181,-0.137207,-0.614581,0.77683
LOGME,0.868014,2.20802,0.5195,0.6133,-0.594964
LOGME,4.41763,0.950566,-0.236397,-0.778651,0.581222
LOGME,0.654309,2.0151,0.716432,0.549522,-0.429827
LOGME,3.03279,0.00110742,-0.00110087,0.000120253,0.999999
LOGME,3.35274,2.48474,-0.597063,-0.127977,-0.79192
LOGME,1.80559,0.299855,-0.0687191,0.287277,0.955379
LOGME,5.61561,2.79302,0.268231,-0.211449,-0.939862
LOGME,1.11223,2.83859,0.132088,0.267564,-0.954444
LOGME,3.69194,1.48427,-0.849155,-0.521026,0.0864219
LOGME,1.64778,0.913457,-0.0608781,0.789276,0.611013
LOGME,3.60449,0.342488,-0.30049,-0.149963,0.941922
LOGME,5.69455,0.984489,0.692795,-0.4625,0.553289
LOGME,2.96699,0.857569,-0.744755,0.131377,0.654278
LOGME,4.7949,0.0230679,0.00190093,-0.0229874,0.999734
LOGME,4.78622,0.0761523,0.00561207,-0.0758714,0.997102
LOGME,0.774456,1.65172,0.712462,0.697039,-0.0808399
LOGME,1.30965,2.37054,0.179929,0.673263,-0.717177
LOGME,0.244071,2.50258,0.578729,0.144124,-0.802684
LOGME,4.91772,1.35846,0.199309,-0.957008,0.210741
LOGME,2.74707,0.851327,-0.694376,0.289102,0.658985
LOGME,0.620547,1.91922,0.764677,0.546541,-0.341412
LOGME,0.748955,1.46546,0.728341,0.6771,0.105143
LOGME,3.33301,1.84676,-0.94459,-0.183049,-0.272477
LOGME,2.4899,1.91405,-0.748677,0.571152,-0.336554
LOGME,2.79168,2.12967,-0.796474,0.290657,-0.530234
LOGME,1.66525,1.40598,-0.0930341,0.982052,0.164068
LOGME,3.1878,2.78699,-0.34685,-0.0160374,-0.937783
LOGME,3.70472,2.37997,-0.583538,-0.368393,-0.72372
LOGME,3.29719,0.119979,-0.118245,-0.0185489,0.992811
LOGME,4.53492,2.66562,-0.0808916,-0.451002,-0.88885
LOGME,2.70704,0.58147,-0.498204,0.23124,0.835656
LOGME,5.71793,0.693551,0.539836,-0.342411,0.768981
LOGME,3.34559,1.37309,-0.960189,-0.198641,0.196417
LOGME,3.49526,0.416122,-0.379199,-0.139998,0.914663
LOGME,1.04185,1.6056,0.504315,0.862819,-0.0347976
LOGME,1.03448,1.30722,0.493329,0.829909,0.260534
LOGME,0.575263,0.153382,0.128191,0.0831214,0.98826
LOGME,4.11693,0.237756,-0.132101,-0.194988,0.971869
LOGME,3.2193,3.03319,-0.107863,-0.00839895,-0.99413
LOGME,4.01913,1.02748,-0.547025,-0.658405,0.516979
LOGME,3.96024,0.738753,-0.46005,-0.491707,0.739309
LOGME,3.72808,1.13717,-0.755806,-0.502218,0.42016
LOGME,4.28275,0.0442004,-0.0184053,-0.0401703,0.999023
LOGME,0.583613,0.787802,0.591481,0.390581,0.705405
LOGME,4.95977,3.00216,0.0340315,-0.134751,-0.990295
LOGME,0.570871,1.53039,0.840744,0.539924,0.0403942
LOGME,3.87229,0.0780984,-0.0581013,-0.0520692,0.996952
LOGME,3.97986,0.164386,-0.109439,-0.121668,0.986519
LOGME,0.917421,2.8671,0.164771,0.215234,-0.962562
LOGME,5.88667,0.283446,0.257968,-0.108008,0.960097
LOGME,4.96428,3.08851,0.0132229,-0.0513799,-0.998592
LOGME,3.68804,0.0739378,-0.0631132,-0.038387,0.997268
LOGME,2.58423,0.908576,-0.669274,0.417143,0.614869
LOGME,1.79642,2.11327,-0.191594,0.83473,-0.516253
LOGME,5.57691,0.0390616,0.0297099,-0.0253448,0.999237
LOGME,2.33035,1.05099,-0.597644,0.629363,0.496713
LOGME,1.25984,2.95279,0.0574249,0.17868,-0.98223
LOGME,6.09494,2.20982,0.788497,-0.150212,-0.596413
LOGME,6.092,2.83641,0.294994,-0.0570945,-0.953792
LOGME,4.9686,2.61021,0.128412,-0.490183,-0.862108
LOGME,4.24264,1.37815,-0.444289,-0.875186,0.191461
LOGME,2.53537,1.11332,-0.737297,0.51118,0.441688
LOGME,5.73069,0.807952,0.615322,-0.379375,0.69098
LOGME,5.11746,1.54259,0.393927,-0.918709,0.0281996
LOGME,0.604804,2.3293,0.597107,0.412728,-0.687837
LOGME,3.86524,2.03333,-0.670654,-0.59255,-0.446216
LOGME,2.38038,2.93246,-0.150311,0.14321,-0.978211
LOGME,2.3777,0.881318,-0.557193,0.533731,0.636134
LOGME,3.98767,1.10191,-0.591376,-0.667883,0.451892
LOGME,1.41111,0.533727,0.0808942,0.502273,0.860917
LOGME,2.91791,2.61687,-0.48849,0.111129,-0.865464
LOGME,3.10064,0.645005,-0.600698,0.0246142,0.799097
LOGME,4.49977,2.35189,-0.149852,-0.69415,-0.70406
LOGME,2.8058,2.16016,-0.784865,0.273929,-0.555833
LOGME,5.46045,0.756716,0.466995,-0.503239,0.727094
LOGME,1.14194,1.11358,0.37312,0.816028,0.441451
LOGME,0.887725,0.695791,0.404581,0.497178,0.767547
LOGME,3.41234,2.99314,-0.142516,-0.0395577,-0.989002
LOGME,1.36457,2.36228,0.143906,0.687898,-0.711399
LOGME,6.15834,2.13013,0.841013,-0.105541,-0.53062
LOGME,3.84834,1.84796,-0.731454,-0.624583,-0.273626
LOGME,4.73681,0.638981,0.0145637,-0.5962,0.802704
LOGME,0.566762,0.907281,0.66465,0.422989,0.61589
LOGME,2.71884,3.07381,-0.0617646,0.0277863,-0.997704
LOGME,5.87444,3.11207,0.0270888,-0.0117334,-0.999564
LOGME,1.24094,1.0381,0.279029,0.815001,0.507856
LOGME,2.80995,0.0905843,-0.085531,0.0294539,0.9959
LOGME,5.67617,3.12911,0.0102512,-0.00711927,-0.999922
LOGME,4.74273,1.20175,0.0282919,-0.932244,0.360723
LOGME,2.45861,1.17953,-0.717073,0.583415,0.381356
LOGME,2.63339,2.5407,-0.493928,0.27512,-0.82483
LOGME,2.67937,1.8199,-0.867435,0.432176,-0.246538
LOGME,3.37538,2.85006,-0.279603,-0.0665846,-0.957804
LOGME,1.9902,0.250503,-0.100945,0.226408,0.968788
LOGME,2.40502,0.535579,-0.378046,0.342823,0.859973
LOGME,0.698457,0.86345,0.582103,0.488765,0.649819
LOGME,2.30714,0.84395,-0.501854,0.553679,0.664516
LOGME,3.68283,1.87064,-0.818834,-0.492209,-0.295367
LOGME,2.04201,1.95817,-0.420328,0.825,-0.377756
LOGME,1.12263,2.12475,0.368509,0.766464,-0.526056
LOGME,1.16077,2.05918,0.352031,0.809892,-0.469201
LOGME,4.63695,0.30326,-0.0225082,-0.297783,0.954368
LOGME,5.47872,2.23697,0.545222,-0.566424,-0.617978
LOGME,1.21291,0.129189,0.0451287,0.120667,0.991667
LOGME,2.30784,2.9647,-0.118267,0.130297,-0.984396
LOGME,4.57604,0.840446,-0.101261,-0.738027,0.66713
LOGME,4.23077,1.09296,-0.411334,-0.78698,0.459855
LOGME,2.61276,0.670861,-0.536741,0.313641,0.783287
LOGME,4.0281,0.977896,-0.524236,-0.642615,0.558769
LOGME,0.491317,2.07103,0.773679,0.413981,-0.479627
LOGME,0.874185,0.979959,0.532851,0.636991,0.557057
LOGME,1.83087,1.46605,-0.255745,0.961073,0.104559
LOGME,1.11449,1.93369,0.411942,0.839221,-0.35498
LOGME,5.95394,1.38804,0.930529,-0.317941,0.181736
LOGME,2.93742,0.164574,-0.160429,0.0332177,0.986488
LOGME,0.819912,2.50279,0.406802,0.435898,-0.802811
LOGME,2.65051,0.832675,-0.652315,0.348842,0.672899
LOGME,1.3871,2.8523,0.0521094,0.280477,-0.958445
LOGME,3.44948,0.676765,-0.596824,-0.189791,0.779603
LOGME,0.813498,0.0971364,0.066624,0.0704776,0.995286
LOGME,0.397161,2.59793,0.477008,0.200081,-0.855822
LOGME,3.48906,2.86567,-0.256151,-0.0927685,-0.962175
LOGME,0.291666,0.327902,0.308456,0.0926072,0.94672
LOGME,2.49682,1.81517,-0.775493,0.583157,-0.241948
LOGME,2.52741,0.739704,-0.55088,0.38846,0.738668
LOGME,4.92964,2.35174,0.153092,-0.693556,-0.703948
LOGME,0.363862,0.813549,0.67915,0.258633,0.686924
LOGME,2.66021,1.97747,-0.814062,0.425246,-0.395561
LOGME,3.00949,0.990827,-0.829191,0.110181,0.547998
LOGME,5.25789,1.65646,0.516944,-0.851733,-0.0855611
LOGME,4.40682,2.51408,-0.176633,-0.559934,-0.80949
LOGME,4.36945,1.38641,-0.330558,-0.925806,0.183345
LOGME,5.80038,2.26646,0.679884,-0.356381,-0.640898
LOGME,3.21287,2.4463,-0.638981,-0.0456236,-0.767869
LOGME,5.35688,2.0289,0.538844,-0.716982,-0.44225
LOGME,4.68311,0.507151,-0.0142206,-0.485481,0.874132
LOGME,4.9146,0.885148,0.155452,-0.758238,0.633175
LOGME,0.956087,2.40761,0.386308,0.547216,-0.74251
LOGME,5.57026,1.5833,0.75639,-0.654002,-0.0125002
LOGME,0.450726,0.134742,0.120919,0.0585189,0.990936
LOGME,0.00805527,2.63692,0.483509,0.00389488,-0.875331
LOGME,0.0962064,3.03699,0.103931,0.0100298,-0.994534
LOGME,4.53939,0.394971,-0.0662341,-0.379038,0.923008
LOGME,0.482134,3.1102,0.0278101,0.0145537,-0.999507
LOGME,1.48161,0.922379,0.0709917,0.793873,0.603926
LOGME,2.80032,1.99547,-0.858625,0.304954,-0.412027
LOGME,5.00194,1.61205,0.285279,-0.957557,-0.0412444
LOGME,4.76238,0.412253,0.02002,-0.400174,0.91622
LOGME,1.76496,0.852679,-0.145297,0.738896,0.657968
LOGME,3.92475,0.305015,-0.212824,-0.211874,0.953842
LOGME,0.745163,0.974768,0.608247,0.561169,0.56136
LOGME,3.31597,1.09156,-0.873892,-0.153949,0.461099
LOGME,3.29995,2.65807,-0.45908,-0.0733147,-0.885364
LOGME,0.696307,2.99073,0.115303,0.0963925,-0.988642
LOGME,1.17035,2.00089,0.354324,0.837019,-0.416957
LOGME,5.80011,2.2012,0.715354,-0.375224,-0.58947
LOGME,1.87297,2.1152,-0.254574,0.816679,-0.517906
LOGME,3.47768,0.748076,-0.642173,-0.224337,0.732999
LOGME,2.99361,3.02145,-0.118546,0.0176723,-0.992791
LOGME,0.481815,0.0781791,0.0692083,0.0361904,0.996946
LOGME,2.1524,1.48645,-0.547412,0.832612,0.0842478
LOGME,1.9985,1.07067,-0.363984,0.798475,0.479534
LOGME,1.81554,2.65167,-0.11402,0.456537,-0.882368
LOGME,0.536497,2.58068,0.457219,0.271898,-0.846772
LOGME,0.712927,0.0730186,0.0551859,0.0477154,0.997335
LOGME,6.04479,1.31378,0.939801,-0.228387,0.254192
LOGME,0.453854,2.74529,0.346934,0.16924,-0.922494
LOGME,2.38182,2.4929,-0.438003,0.416112,-0.796872
LOGME,5.09871,0.68805,0.239271,-0.58823,0.772486
LOGME,4.731,2.42611,0.0122096,-0.655868,-0.754777
LOGME,4.66701,2.16501,-0.0375892,-0.827735,-0.559858
LOGME,5.69456,1.3265,0.807008,-0.538734,0.241875
LOGME,0.945073,3.0834,0.0340648,0.0471429,-0.998307
LOGME,0.667647,2.15227,0.656225,0.517388,-0.549253
LOGME,6.10332,1.99504,0.896647,-0.163035,-0.411635
LOGME,1.0754,1.67918,0.472588,0.87462,-0.10817
LOGME,4.96327,1.96665,0.229062,-0.893784,-0.385591
LOGME,1.16505,0.794164,0.281534,0.655366,0.700881
LOGME,3.12557,2.72702,-0.402746,0.00645416,-0.915289
LOGME,5.82828,2.24827,0.699921,-0.342343,-0.626826
LOGME,3.96542,0.330442,-0.220445,-0.238074,0.945899
LOGME,2.96436,0.595558,-0.552183,0.0989017,0.827836
LOGME,5.81833,2.32603,0.650849,-0.326411,-0.685458
LOGME,5.50171,1.88961,0.674101,-0.668836,-0.313443
LOGME,4.92985,2.73849,0.0846352,-0.38304,-0.919846
LOGME,1.78973,1.31643,-0.210199,0.944721,0.251633
LOGME,1.93083,1.26405,-0.335863,0.892199,0.301954
LOGME,3.26809,2.83103,-0.303153,-0.0385546,-0.952162
LOGME,2.36036,0.84986,-0.53338,0.528951,0.660088
LOGME,3.56432,2.08196,-0.795402,-0.357808,-0.489191
LOGME,1.81377,1.61902,-0.240315,0.969497,-0.0482012
LOGME,1.40796,2.64207,0.0776544,0.472668,-0.877813
LOGME,5.91269,0.808383,0.674102,-0.261846,0.690669
LOGME,0.306867,2.53755,0.541442,0.17157,-0.823046
LOGME,5.28906,2.52414,0.31567,-0.485332,-0.815356
LOGME,0.892673,0.492709,0.296737,0.36836,0.881055
LOGME,2.8935,2.42244,-0.638575,0.16176,-0.752367
LOGME,6.02589,1.91194,0.911351,-0.239799,-0.334568
LOGME,3.19614,2.94982,-0.190314,-0.0103922,-0.981668
LOGME,1.46894,2.22386,0.0807597,0.790106,-0.607626
LOGME,1.09182,1.50484,0.459869,0.885537,0.0659124
LOGME,6.26971,1.70618,0.990759,-0.0133485,-0.134973
